trip_id,vehicle_type,start_time,hub_id,hub_name,lat,lng,duration_min,distance_km,ride_rating
35,bike,2025-07-01 07:00:00,1,Temple Meads,51.449641531692144,-2.578977795445828,23,3.54,4
36,e-cargo,2025-07-01 07:00:00,1,Temple Meads,51.44891519266197,-2.581692080360685,18,2.65,4
37,scooter,2025-07-01 07:00:00,1,Temple Meads,51.44915900581166,-2.581355114850984,16,2.13,5
38,e-bike,2025-07-01 07:00:00,1,Temple Meads,51.45171879060937,-2.5787675184817425,6,1.16,4
39,scooter,2025-07-01 07:00:00,1,Temple Meads,51.450533615026046,-2.5785141576392494,22,3.93,4
40,e-bike,2025-07-01 07:00:00,1,Temple Meads,51.4512146883076,-2.581253719764456,21,1.84,5
41,e-bike,2025-07-01 07:00:00,1,Temple Meads,51.45157023599396,-2.5798426310323377,9,1.37,5
42,scooter,2025-07-01 07:00:00,1,Temple Meads,51.451229760620656,-2.578415634800306,25,3.21,3
43,e-bike,2025-07-01 07:00:00,2,Clifton,51.46127205906369,-2.5985570776669746,16,3.06,5
44,e-bike,2025-07-01 07:00:00,2,Clifton,51.458027808522125,-2.59995701078969,22,1.96,5
45,e-cargo,2025-07-01 07:00:00,2,Clifton,51.45966964401259,-2.601111568758117,12,2.29,5
46,e-cargo,2025-07-01 07:00:00,3,Bath City Centre,51.48081207583558,-2.3605454815904827,15,2.48,4
47,e-bike,2025-07-01 07:00:00,3,Bath City Centre,51.48188712833088,-2.3581502108202312,15,1.53,4
48,e-bike,2025-07-01 07:00:00,3,Bath City Centre,51.4790071291833,-2.3600110059764305,8,0.46,3
49,scooter,2025-07-01 07:00:00,3,Bath City Centre,51.47920351323926,-2.36086063802249,7,1.31,4
50,e-bike,2025-07-01 07:00:00,4,UWE Campus,51.499114585856944,-2.548366936456133,18,1.84,5
51,bike,2025-07-01 07:00:00,4,UWE Campus,51.49895824756267,-2.551420420511635,13,2.01,4
52,e-bike,2025-07-01 07:00:00,4,UWE Campus,51.499957811041114,-2.5480573981835573,21,2.04,3
53,bike,2025-07-01 07:00:00,4,UWE Campus,51.498968221086045,-2.549311457810376,25,2.05,5
54,e-bike,2025-07-01 07:00:00,4,UWE Campus,51.50104647846131,-2.5510494498240304,22,3.12,3
55,e-cargo,2025-07-01 07:00:00,4,UWE Campus,51.50091286539445,-2.5505288674691227,12,0.93,5
56,e-cargo,2025-07-01 07:00:00,4,UWE Campus,51.500529223322374,-2.5494658811569564,7,0.77,4
57,e-bike,2025-07-01 07:00:00,4,UWE Campus,51.5001430987363,-2.5516388409197823,15,1.64,4
58,e-cargo,2025-07-01 07:00:00,4,UWE Campus,51.50134120998236,-2.5507168797401127,21,1.78,5
59,e-bike,2025-07-01 07:00:00,4,UWE Campus,51.4987460740416,-2.5518368994337806,7,0.71,5
60,scooter,2025-07-01 07:00:00,4,UWE Campus,51.50036357177275,-2.549289742552631,8,1.19,4
61,e-bike,2025-07-01 07:00:00,4,UWE Campus,51.498066351315714,-2.5499516277668026,16,1.39,3
62,scooter,2025-07-01 07:00:00,5,Southmead,51.51845389408496,-2.5883012255268856,22,3.36,5
63,e-bike,2025-07-01 07:00:00,5,Southmead,51.52150935741353,-2.5909682334891393,8,1.32,5
64,bike,2025-07-01 07:00:00,5,Southmead,51.52063993618414,-2.588731111199195,25,3.76,3
65,e-bike,2025-07-01 07:00:00,5,Southmead,51.5202208032464,-2.5898813976865758,8,1.56,4
66,e-bike,2025-07-01 07:00:00,5,Southmead,51.51896740916361,-2.5916275889287763,6,0.93,5
67,e-cargo,2025-07-01 07:00:00,5,Southmead,51.521588863031816,-2.5883983277713467,24,1.54,3
68,scooter,2025-07-01 07:00:00,5,Southmead,51.520532405829094,-2.590643880835805,22,3.09,3
69,bike,2025-07-01 08:00:00,1,Temple Meads,51.448405886171464,-2.579345992923568,20,3.02,5
70,e-cargo,2025-07-01 08:00:00,1,Temple Meads,51.44802024633539,-2.58135676779433,15,0.87,4
71,scooter,2025-07-01 08:00:00,1,Temple Meads,51.45019493515747,-2.5792324192092293,13,0.7,4
72,e-bike,2025-07-01 08:00:00,1,Temple Meads,51.450607845038014,-2.581102922762158,19,2.57,5
73,e-cargo,2025-07-01 08:00:00,1,Temple Meads,51.450848716885396,-2.5810510036500127,16,1.8,5
74,e-cargo,2025-07-01 08:00:00,1,Temple Meads,51.44930159879264,-2.579014034379528,7,1.25,5
75,scooter,2025-07-01 08:00:00,1,Temple Meads,51.45059853159619,-2.5786031063580235,13,1.43,5
76,e-cargo,2025-07-01 08:00:00,1,Temple Meads,51.450630451569204,-2.579726765586658,24,2.73,3
77,bike,2025-07-01 08:00:00,1,Temple Meads,51.448374699071316,-2.5805291367877623,22,2.01,3
78,e-cargo,2025-07-01 08:00:00,1,Temple Meads,51.44906080947073,-2.581024041426484,13,2.09,4
79,e-bike,2025-07-01 08:00:00,2,Clifton,51.46088980846105,-2.6008769105502365,7,1.1,3
80,bike,2025-07-01 08:00:00,2,Clifton,51.458097263865724,-2.599418110816371,6,1.15,5
81,e-cargo,2025-07-01 08:00:00,2,Clifton,51.45870844271763,-2.5982381656625884,5,0.69,5
82,scooter,2025-07-01 08:00:00,2,Clifton,51.46181571430801,-2.5983405424391184,13,1.72,5
83,e-cargo,2025-07-01 08:00:00,2,Clifton,51.459480634801025,-2.6019381735338847,15,1.19,4
84,scooter,2025-07-01 08:00:00,2,Clifton,51.46171327425035,-2.600287263406731,16,1.22,4
85,bike,2025-07-01 08:00:00,2,Clifton,51.46186661927617,-2.5981455200916432,19,3.29,5
86,bike,2025-07-01 08:00:00,2,Clifton,51.46141203782187,-2.6008222044317217,13,2.16,5
87,bike,2025-07-01 08:00:00,3,Bath City Centre,51.478677970986745,-2.3597727949501666,14,1.6,5
88,scooter,2025-07-01 08:00:00,3,Bath City Centre,51.48174461909664,-2.3592158808133,17,1.53,3
89,scooter,2025-07-01 08:00:00,4,UWE Campus,51.49917436737706,-2.5487625553780857,23,3.03,3
90,scooter,2025-07-01 08:00:00,4,UWE Campus,51.50124045357872,-2.5485317107256793,23,3.55,4
91,e-cargo,2025-07-01 08:00:00,4,UWE Campus,51.50165296221022,-2.549954630404556,9,0.5,4
92,e-cargo,2025-07-01 08:00:00,4,UWE Campus,51.50000606517875,-2.548806819284133,8,1.41,3
93,e-cargo,2025-07-01 08:00:00,4,UWE Campus,51.50059985572311,-2.549192132490969,12,1.54,3
94,e-cargo,2025-07-01 08:00:00,4,UWE Campus,51.50118317067774,-2.5484399786327296,12,1.02,4
95,scooter,2025-07-01 08:00:00,4,UWE Campus,51.49935198062741,-2.5504976681894402,23,3.32,4
96,scooter,2025-07-01 08:00:00,4,UWE Campus,51.49837592775936,-2.549686879436015,16,0.87,3
97,e-bike,2025-07-01 08:00:00,4,UWE Campus,51.498143769095186,-2.55013760792747,7,0.76,5
98,e-bike,2025-07-01 08:00:00,4,UWE Campus,51.50017057853883,-2.5508538349914867,6,1.2,4
99,scooter,2025-07-01 08:00:00,5,Southmead,51.52129040224264,-2.5905592374343547,19,3.22,3
100,e-cargo,2025-07-01 08:00:00,5,Southmead,51.51850824205061,-2.5899110269597805,17,3.25,3
101,scooter,2025-07-01 09:00:00,1,Temple Meads,51.448341389859976,-2.5817932731153257,10,1.87,5
102,e-cargo,2025-07-01 09:00:00,1,Temple Meads,51.45012541852628,-2.5798374595135596,5,0.64,3
103,e-bike,2025-07-01 09:00:00,2,Clifton,51.45810140297366,-2.5981494063412884,19,2.4,3
104,e-cargo,2025-07-01 09:00:00,2,Clifton,51.46134392048205,-2.599216103175625,18,2.66,3
105,bike,2025-07-01 09:00:00,2,Clifton,51.45963581177766,-2.601306822719717,8,0.59,4
106,e-cargo,2025-07-01 09:00:00,2,Clifton,51.45862574817068,-2.6009990284073417,12,1.22,3
107,scooter,2025-07-01 09:00:00,2,Clifton,51.46019690665882,-2.5991416163092,25,4.04,5
108,e-bike,2025-07-01 09:00:00,2,Clifton,51.46064078950687,-2.600880264412216,24,1.35,5
109,e-cargo,2025-07-01 09:00:00,2,Clifton,51.46181946112265,-2.599048412333217,19,2.16,4
110,scooter,2025-07-01 09:00:00,2,Clifton,51.46021741621005,-2.5995531170150628,5,0.33,4
111,e-bike,2025-07-01 09:00:00,3,Bath City Centre,51.4794238907146,-2.358968615558142,8,0.6,5
112,e-bike,2025-07-01 09:00:00,3,Bath City Centre,51.478057573954516,-2.3615357094379723,5,0.59,5
113,e-bike,2025-07-01 09:00:00,3,Bath City Centre,51.478184010568086,-2.361837084790724,17,1.13,5
114,e-bike,2025-07-01 09:00:00,3,Bath City Centre,51.48142184233604,-2.3591853685624797,10,0.96,3
115,e-bike,2025-07-01 09:00:00,3,Bath City Centre,51.47989669531635,-2.361608663357396,5,0.8,3
116,e-bike,2025-07-01 09:00:00,3,Bath City Centre,51.47996646350047,-2.3601061129168777,16,1.5,5
117,e-bike,2025-07-01 09:00:00,3,Bath City Centre,51.47869280747964,-2.360264593403048,24,4.32,5
118,e-bike,2025-07-01 09:00:00,3,Bath City Centre,51.47959401893759,-2.359536599607791,23,2.28,5
119,e-cargo,2025-07-01 09:00:00,3,Bath City Centre,51.480540374603464,-2.3618187839609117,22,2.59,3
120,e-bike,2025-07-01 09:00:00,3,Bath City Centre,51.4794984504585,-2.359496560337143,5,0.32,3
121,e-cargo,2025-07-01 09:00:00,3,Bath City Centre,51.48001254503432,-2.3585740406352467,10,0.67,3
122,bike,2025-07-01 09:00:00,4,UWE Campus,51.4982822749896,-2.5494303228871744,8,0.97,4
123,scooter,2025-07-01 09:00:00,5,Southmead,51.5218447622553,-2.588378597432176,7,0.42,4
124,e-cargo,2025-07-01 09:00:00,5,Southmead,51.51878316453916,-2.5917225547964993,22,3.36,5
125,e-cargo,2025-07-01 09:00:00,5,Southmead,51.518403112005515,-2.5919271126973937,20,3.11,4
126,e-cargo,2025-07-01 09:00:00,5,Southmead,51.51837777184303,-2.5892679729063346,18,2.03,5
127,e-cargo,2025-07-01 09:00:00,5,Southmead,51.51828475459384,-2.590724097478825,21,1.58,5
128,scooter,2025-07-01 09:00:00,5,Southmead,51.52137950124388,-2.5919069122570564,21,2.95,3
129,bike,2025-07-01 09:00:00,5,Southmead,51.52125787393036,-2.590872580900906,24,3.64,3
130,scooter,2025-07-01 09:00:00,5,Southmead,51.51847265931049,-2.589213051338543,6,1.13,4
131,e-cargo,2025-07-01 09:00:00,5,Southmead,51.520515771387124,-2.588490111945892,5,0.4,5
132,bike,2025-07-01 10:00:00,1,Temple Meads,51.45110565184297,-2.580636785838988,21,3.17,5
133,e-bike,2025-07-01 10:00:00,1,Temple Meads,51.451723029302414,-2.578566348992628,22,3.98,3
134,e-bike,2025-07-01 10:00:00,1,Temple Meads,51.4497159761095,-2.578996515728834,22,1.15,4
135,bike,2025-07-01 10:00:00,1,Temple Meads,51.451018171496344,-2.581587504524656,16,1.96,5
136,bike,2025-07-01 10:00:00,1,Temple Meads,51.45161021162672,-2.5799789905102086,19,3.0,3
137,bike,2025-07-01 10:00:00,1,Temple Meads,51.45130582986443,-2.5807198015958774,16,2.85,3
138,e-cargo,2025-07-01 10:00:00,1,Temple Meads,51.45158209291399,-2.5804431932850633,25,2.06,4
139,e-bike,2025-07-01 10:00:00,1,Temple Meads,51.44804335060592,-2.578378472094323,12,1.47,5
140,scooter,2025-07-01 10:00:00,2,Clifton,51.45917284308679,-2.6006853418185205,8,0.41,3
141,bike,2025-07-01 10:00:00,2,Clifton,51.46069007382431,-2.5989905018822492,11,0.94,5
142,scooter,2025-07-01 10:00:00,2,Clifton,51.461166316174904,-2.5988415274288217,21,4.15,3
143,bike,2025-07-01 10:00:00,2,Clifton,51.45836482441219,-2.60002231878119,20,3.26,3
144,bike,2025-07-01 10:00:00,2,Clifton,51.45823023504007,-2.599801884470705,11,2.18,5
145,e-bike,2025-07-01 10:00:00,2,Clifton,51.4597661220055,-2.5984491832689667,12,2.06,4
146,bike,2025-07-01 10:00:00,3,Bath City Centre,51.47857196672821,-2.35895395747313,9,1.74,5
147,bike,2025-07-01 10:00:00,4,UWE Campus,51.500803876525836,-2.551708947974543,13,1.18,3
148,bike,2025-07-01 10:00:00,4,UWE Campus,51.501287440237164,-2.549175031091374,9,0.74,5
149,e-bike,2025-07-01 10:00:00,5,Southmead,51.5183340028668,-2.5888914123362903,22,2.11,3
150,scooter,2025-07-01 10:00:00,5,Southmead,51.520233616998944,-2.5903031119630118,18,1.06,3
151,e-cargo,2025-07-01 10:00:00,5,Southmead,51.521625417540385,-2.591555210070775,13,1.89,4
152,scooter,2025-07-01 10:00:00,5,Southmead,51.519970500417166,-2.5919545854209303,5,0.94,5
153,bike,2025-07-01 10:00:00,5,Southmead,51.51987464256798,-2.5917747868972727,25,1.75,4
154,e-bike,2025-07-01 10:00:00,5,Southmead,51.518475271665075,-2.5915298950128913,7,0.9,4
155,bike,2025-07-01 10:00:00,5,Southmead,51.520596841208466,-2.5890158204829383,13,0.73,4
156,scooter,2025-07-01 10:00:00,5,Southmead,51.52033347506039,-2.5881513098061015,25,3.81,4
157,e-cargo,2025-07-01 10:00:00,5,Southmead,51.519499482318096,-2.5908571516548724,7,0.55,4
158,e-bike,2025-07-01 11:00:00,1,Temple Meads,51.45185289015777,-2.581951382101241,17,3.28,5
159,e-cargo,2025-07-01 11:00:00,1,Temple Meads,51.451879515306835,-2.581827360352198,19,2.58,4
160,bike,2025-07-01 11:00:00,1,Temple Meads,51.45156457245479,-2.5798891955636547,20,2.31,5
161,e-cargo,2025-07-01 11:00:00,1,Temple Meads,51.45197185918448,-2.5817048137410583,17,1.91,5
162,bike,2025-07-01 11:00:00,1,Temple Meads,51.450215417137606,-2.578122789857524,14,2.33,3
163,e-cargo,2025-07-01 11:00:00,1,Temple Meads,51.450092391376685,-2.579482405447459,14,2.21,4
164,e-bike,2025-07-01 11:00:00,1,Temple Meads,51.45078299475594,-2.580181835740929,5,0.9,3
165,e-bike,2025-07-01 11:00:00,1,Temple Meads,51.45051023232034,-2.5796627427523076,24,4.43,5
166,e-bike,2025-07-01 11:00:00,1,Temple Meads,51.45160463204196,-2.581818214478634,6,1.06,3
167,e-cargo,2025-07-01 11:00:00,1,Temple Meads,51.44912385275837,-2.578198354063694,17,1.32,4
168,bike,2025-07-01 11:00:00,1,Temple Meads,51.45156105513556,-2.580177372988857,12,0.67,5
169,e-cargo,2025-07-01 11:00:00,1,Temple Meads,51.45048053039121,-2.5808904752680757,19,2.6,3
170,bike,2025-07-01 11:00:00,1,Temple Meads,51.448752484638895,-2.5801452063802404,19,2.87,3
171,scooter,2025-07-01 11:00:00,1,Temple Meads,51.44941340891211,-2.5796653755525965,18,2.84,4
172,e-bike,2025-07-01 11:00:00,1,Temple Meads,51.44831093854786,-2.5781024207693353,12,0.83,5
173,e-bike,2025-07-01 11:00:00,1,Temple Meads,51.45194484297792,-2.579207353143921,11,1.97,5
174,e-bike,2025-07-01 11:00:00,1,Temple Meads,51.45014438546538,-2.580761889534855,17,1.34,4
175,bike,2025-07-01 11:00:00,2,Clifton,51.459672972145164,-2.5982690860665842,7,0.4,4
176,bike,2025-07-01 11:00:00,2,Clifton,51.461464255558,-2.6018191253195755,11,1.23,5
177,scooter,2025-07-01 11:00:00,2,Clifton,51.45810546789799,-2.600494146532488,16,2.11,3
178,bike,2025-07-01 11:00:00,2,Clifton,51.461242213323125,-2.59805089548274,7,1.4,4
179,e-cargo,2025-07-01 11:00:00,2,Clifton,51.458601667564416,-2.5996234771385915,13,1.22,5
180,bike,2025-07-01 11:00:00,2,Clifton,51.45952356342652,-2.5981203424087416,5,0.94,4
181,bike,2025-07-01 11:00:00,2,Clifton,51.461368475692545,-2.5986466851811554,5,0.66,5
182,e-cargo,2025-07-01 11:00:00,2,Clifton,51.45987477263918,-2.6003407219906496,20,1.87,3
183,e-cargo,2025-07-01 11:00:00,2,Clifton,51.459093628287725,-2.6017744980133966,6,1.01,5
184,scooter,2025-07-01 11:00:00,2,Clifton,51.46145888950502,-2.59874839596348,6,0.54,5
185,e-bike,2025-07-01 11:00:00,2,Clifton,51.461998870693144,-2.5980134526517045,22,1.44,5
186,e-cargo,2025-07-01 11:00:00,2,Clifton,51.46022172682241,-2.598924050339278,12,1.74,5
187,scooter,2025-07-01 11:00:00,2,Clifton,51.46177906291953,-2.5986014104372903,9,1.76,5
188,scooter,2025-07-01 11:00:00,2,Clifton,51.45898939240698,-2.6001978234587595,12,1.62,3
189,scooter,2025-07-01 11:00:00,3,Bath City Centre,51.48068680273762,-2.3595274870381684,23,4.47,5
190,scooter,2025-07-01 11:00:00,3,Bath City Centre,51.47943265087213,-2.3615457696312014,11,1.84,4
191,bike,2025-07-01 11:00:00,3,Bath City Centre,51.480686292782366,-2.3599187691963848,6,0.75,5
192,e-bike,2025-07-01 11:00:00,3,Bath City Centre,51.48108927356694,-2.359919345995552,7,1.16,3
193,e-cargo,2025-07-01 11:00:00,3,Bath City Centre,51.48140872600127,-2.3597923726449017,8,0.44,5
194,bike,2025-07-01 11:00:00,3,Bath City Centre,51.480243751886135,-2.3584933855893664,6,0.87,3
195,e-bike,2025-07-01 11:00:00,3,Bath City Centre,51.47961393146485,-2.3614639390861973,16,2.52,4
196,e-bike,2025-07-01 11:00:00,3,Bath City Centre,51.47811513070525,-2.3589794509773054,9,0.48,5
197,scooter,2025-07-01 11:00:00,3,Bath City Centre,51.480481238205414,-2.359183680927603,7,1.05,3
198,e-cargo,2025-07-01 11:00:00,3,Bath City Centre,51.47885185664603,-2.3614545140976526,18,3.17,5
199,e-bike,2025-07-01 11:00:00,3,Bath City Centre,51.47805817866267,-2.3605976497647734,9,1.24,4
200,scooter,2025-07-01 11:00:00,3,Bath City Centre,51.48035967074742,-2.360431023819601,6,0.92,4
201,e-bike,2025-07-01 11:00:00,3,Bath City Centre,51.479749899688095,-2.358383365222025,19,3.33,4
202,e-cargo,2025-07-01 11:00:00,4,UWE Campus,51.50170635050065,-2.550031534827682,23,1.91,5
203,scooter,2025-07-01 11:00:00,4,UWE Campus,51.4990329775532,-2.5501634569750466,9,1.79,3
204,scooter,2025-07-01 11:00:00,4,UWE Campus,51.501920130301144,-2.5500295276240283,24,1.37,3
205,scooter,2025-07-01 11:00:00,4,UWE Campus,51.49931500644115,-2.549466396582733,8,1.53,4
206,scooter,2025-07-01 11:00:00,4,UWE Campus,51.498960582475114,-2.551696546687565,5,0.77,3
207,bike,2025-07-01 11:00:00,4,UWE Campus,51.49851551888764,-2.5514878166441686,8,0.51,3
208,bike,2025-07-01 11:00:00,4,UWE Campus,51.49860761077405,-2.551444691309402,24,2.1,5
209,e-bike,2025-07-01 11:00:00,5,Southmead,51.51876915607524,-2.591836525534934,9,1.73,5
210,scooter,2025-07-01 11:00:00,5,Southmead,51.51867574025229,-2.590885638643872,19,2.36,4
211,bike,2025-07-01 11:00:00,5,Southmead,51.51870804193711,-2.5916451898649715,20,3.39,3
212,scooter,2025-07-01 11:00:00,5,Southmead,51.5184825434844,-2.590156884927869,25,4.06,4
213,e-bike,2025-07-01 11:00:00,5,Southmead,51.518825334873625,-2.5905429205558077,17,3.39,4
214,e-cargo,2025-07-01 11:00:00,5,Southmead,51.520013669083426,-2.5892384206854824,23,2.74,4
215,bike,2025-07-01 12:00:00,1,Temple Meads,51.45149431449643,-2.578316510397873,13,0.76,4
216,e-bike,2025-07-01 12:00:00,1,Temple Meads,51.448244311839424,-2.5808924894074114,17,2.46,3
217,e-cargo,2025-07-01 12:00:00,1,Temple Meads,51.451224805119175,-2.5790069612384654,14,2.33,4
218,e-cargo,2025-07-01 12:00:00,2,Clifton,51.45900974777738,-2.5991466016564617,10,1.5,4
219,e-cargo,2025-07-01 12:00:00,2,Clifton,51.46158082735075,-2.599953290231537,12,0.66,3
220,e-bike,2025-07-01 12:00:00,2,Clifton,51.46012845394106,-2.601571311954641,17,1.71,5
221,scooter,2025-07-01 12:00:00,2,Clifton,51.4597896494673,-2.59986953093418,12,0.91,5
222,e-cargo,2025-07-01 12:00:00,2,Clifton,51.45896988201454,-2.6009230270762025,22,2.58,4
223,bike,2025-07-01 12:00:00,2,Clifton,51.45950913665242,-2.601919715208889,18,3.27,3
224,e-cargo,2025-07-01 12:00:00,2,Clifton,51.45928831666233,-2.601154207972014,23,3.86,5
225,bike,2025-07-01 12:00:00,2,Clifton,51.459309989408716,-2.601520951472723,15,1.79,4
226,bike,2025-07-01 12:00:00,3,Bath City Centre,51.47913510362319,-2.3605476708144053,10,1.05,4
227,scooter,2025-07-01 12:00:00,3,Bath City Centre,51.48058366896532,-2.359716886781324,9,0.68,5
228,scooter,2025-07-01 12:00:00,3,Bath City Centre,51.47942438690359,-2.358053939004828,7,0.41,3
229,e-cargo,2025-07-01 12:00:00,3,Bath City Centre,51.480423099277424,-2.3610510928330557,18,1.18,5
230,scooter,2025-07-01 12:00:00,3,Bath City Centre,51.47840712989048,-2.3613885634432625,21,4.05,3
231,e-bike,2025-07-01 12:00:00,3,Bath City Centre,51.478983830913535,-2.3613572745069615,23,3.8,3
232,scooter,2025-07-01 12:00:00,3,Bath City Centre,51.4787462680962,-2.3608596193252245,7,0.69,5
233,e-bike,2025-07-01 12:00:00,3,Bath City Centre,51.478693494381176,-2.3584129383014942,24,2.96,5
234,e-bike,2025-07-01 12:00:00,3,Bath City Centre,51.47832093498264,-2.359901954441719,24,3.82,5
235,e-cargo,2025-07-01 12:00:00,3,Bath City Centre,51.47964158730795,-2.3580704855323655,14,1.16,4
236,e-bike,2025-07-01 12:00:00,4,UWE Campus,51.500674572879696,-2.5482824960434893,12,1.84,3
237,bike,2025-07-01 12:00:00,4,UWE Campus,51.500227051572054,-2.5497135492421203,18,2.65,3
238,e-bike,2025-07-01 12:00:00,4,UWE Campus,51.49911991637464,-2.5489220282672322,12,1.81,4
239,scooter,2025-07-01 12:00:00,4,UWE Campus,51.49874817499423,-2.550705283054383,25,3.56,5
240,e-bike,2025-07-01 12:00:00,4,UWE Campus,51.499701745754464,-2.549969558485262,15,2.97,3
241,bike,2025-07-01 12:00:00,4,UWE Campus,51.49896963892966,-2.551540652701043,7,0.38,4
242,e-cargo,2025-07-01 12:00:00,5,Southmead,51.518207294147295,-2.5906535828872244,12,2.4,5
243,e-bike,2025-07-01 12:00:00,5,Southmead,51.51853765870776,-2.591746500118109,13,0.7,4
244,bike,2025-07-01 12:00:00,5,Southmead,51.52195984092956,-2.590710584620101,14,2.27,5
245,e-bike,2025-07-01 12:00:00,5,Southmead,51.52123949778342,-2.590981437380945,23,1.9,4
246,bike,2025-07-01 12:00:00,5,Southmead,51.5207260108889,-2.588959088560441,5,0.27,5
247,bike,2025-07-01 13:00:00,1,Temple Meads,51.450964482597165,-2.5797021075472806,18,3.27,3
248,e-bike,2025-07-01 13:00:00,1,Temple Meads,51.451367315107035,-2.581440910493495,22,4.1,5
249,e-bike,2025-07-01 13:00:00,1,Temple Meads,51.45118106924744,-2.581193490719809,5,0.94,4
250,e-cargo,2025-07-01 13:00:00,1,Temple Meads,51.44865462377147,-2.581342936808276,14,0.88,3
251,scooter,2025-07-01 13:00:00,1,Temple Meads,51.45125829888093,-2.5793392111172153,5,0.76,5
252,e-cargo,2025-07-01 13:00:00,1,Temple Meads,51.450092261699076,-2.580564678063506,15,1.6,5
253,e-cargo,2025-07-01 13:00:00,1,Temple Meads,51.451508802163254,-2.5804302195703097,9,1.7,5
254,e-cargo,2025-07-01 13:00:00,1,Temple Meads,51.45126639775789,-2.580243460365719,7,1.05,3
255,e-bike,2025-07-01 13:00:00,1,Temple Meads,51.449507777717706,-2.5801492808573214,24,1.55,5
256,e-cargo,2025-07-01 13:00:00,1,Temple Meads,51.44920551149666,-2.5790095624792952,15,1.59,3
257,e-bike,2025-07-01 13:00:00,1,Temple Meads,51.450010881560374,-2.581071149219413,7,0.89,4
258,e-bike,2025-07-01 13:00:00,2,Clifton,51.458557088290654,-2.598823899242919,23,3.45,3
259,bike,2025-07-01 13:00:00,2,Clifton,51.460480291023714,-2.5998661556320948,24,3.16,4
